1	12300000.000000	10400000	
2	6340000.000000	10500000	
4	3770000.000000	10500000	
8	1000000.000000	10500000	
16	250000.000000	10500000	
24	116000.000000	10500000	
32	65900.000000	10500000	
40	42200.000000	10500000	
48	29400.000000	10500000	
56	40700.000000	10500000	
64	9730.000000	10500000	
72	8600.000000	10500000	
80	7490.000000	10500000	
88	6790.000000	10500000	
96	6200.000000	10500000	
