# 0.1% update
1	1.77
2	3.57
4	6.23
8	13.95
16	31.13
32	65.80
48	95.57
64	124.82
80	145.93
96	164.60
112	185.71
128	209.03
144	219.26
160	235.60
176	250.49
192	258.29
208	280.06
224	282.15
240	294.30
256	306.68


# 1% update
1	1.83
2	3.59
4	5.97
8	13.33
16	31.48
32	72.77
48	116.03
64	156.46
80	186.84
96	219.91
112	249.05
128	280.07
144	311.12
160	331.34
176	362.85
192	369.75
208	387.76
224	428.00
240	445.78
256	452.25


# 10% update
1	1.78
2	3.36
4	5.38
8	11.73
16	26.60
32	60.04
48	93.74
64	125.82
80	142.74
96	163.02
112	179.37
128	202.75
144	203.69
160	220.64
176	226.03
192	235.72
208	239.12
224	255.39
240	256.43
256	260.95


# 50% update
1	1.70
2	2.91
4	4.32
8	8.46
16	17.84
32	38.73
48	61.00
64	79.99
80	89.90
96	96.14
112	104.81
128	115.53
144	117.75
160	123.67
176	127.56
192	129.37
208	132.82
224	133.17
240	135.41
256	139.85


# 100% update
1	1.54
2	2.51
4	3.67
8	6.80
16	13.41
32	27.86
48	42.77
64	57.13
80	62.67
96	68.07
112	74.42
128	81.64
144	84.58
160	87.81
176	89.88
192	89.74
208	92.80
224	91.80
240	91.09
256	93.27
