4	5315.99578672
15	19239.9637348
30	34460.3395751
45	47531.1448092
60	62148.4656198
75	73324.3576499
90	81999.6401367
105	87423.1591853
120	94603.6546776
135	95022.3823925
150	98300.4890008
165	102715.448021
180	102805.50614
195	104783.877609
210	102871.734394
225	112661.928014
240	111888.057863


4	88.0350133557
15	64.7237977762
30	68.5762260056
45	78.4477608591
60	84.2555938915
75	91.3535044295
90	91.0958648053
105	92.2281001133
120	87.8890433396
135	99.6595060349
150	112.239157986
165	119.49702263
180	127.176231402
195	132.992912853
210	141.310944312
225	143.288619574
240	146.09628164


4	480.304987397
15	496.273530808
30	569.211692585
45	625.94133106
60	633.268304088
75	666.726054019
90	728.067993973
105	787.448564219
120	837.37886297
135	906.301416727
150	951.67772499
165	972.914656939
180	1029.74315236
195	1060.57937192
210	1127.79320337
225	1067.65483958
240	1112.27580197


4	258.975934588
15	304.384101784
30	321.900093434
45	338.968932219
60	331.163308491
75	331.129638349
90	340.804510826
105	384.181367957
120	402.569281015
135	484.201065998
150	539.77065557
165	598.417994357
180	695.875570407
195	773.354360551
210	892.795266232
225	904.646517684
240	1013.78700324


